""ID"",""pca1"",""pca2"",""pca3"",""pca4"",""pca5"",""pca6"",""pca7"",""pca8"",""si1"",""si2"",""si3"",""si4"",""si5"",""si6"",""gef1"",""gef2"",""gef3"",""pefi1"",""pefi2"",""pefi3"",""pefi4"",""lgm1"",""lgm2"",""lgm3"",""eag1"",""eag2"",""eag3"",""eag4"",""eag5"",""eag6"",""eag7"",""eag8"",""vis1"",""vis2"",""vis3"",""gno1"",""gno2"",""gno3"",""gno4"",""vote1"",""vote2"",""soch1"",""soch2"",""soch3"",""soch4"",""ipol1"",""ipol2"",""ipol3"",""ipol4"",""coid"",""por1"",""sex"",""reli"",""school"",""age""
574,3,3,2,2,1,1,1,1,5,5,5,5,5,4,4,4,5,5,4,3,3,4,5,4,3,4,2,4,5,4,4,5,5,1,2,1,1,3,3,3,3,5,3,3,5,3,2,1,4,3,4,1,9,1,1
575,3,1,1,1,1,1,1,1,5,5,5,4,4,4,5,5,5,5,4,3,3,5,5,5,1,4,1,1,5,5,1,3,5,3,4,2,1,3,4,3,3,4,4,5,3,1,1,1,1,4,3,1,1,2,3
578,3,3,2,3,1,1,2,1,5,4,4,4,3,3,4,4,4,4,3,4,4,5,5,5,2,4,2,3,5,4,4,2,3,2,2,4,4,4,4,2,2,4,2,2,4,3,3,6,3,3,4,1,10,1,4
579,3,5,1,5,1,1,1,1,5,5,4,4,3,3,4,4,4,5,3,4,4,4,4,3,1,5,3,2,5,5,4,5,5,5,1,4,3,4,3,3,3,5,5,1,5,3,5,6,4,3,2,2,9,2,1
584,3,4,3,3,3,3,2,2,5,5,5,5,5,4,3,3,3,4,2,3,3,4,3,5,3,5,2,3,1,5,3,5,1,5,5,4,3,4,3,1,1,4,4,2,4,4,3,6,4,4,1,2,11,2,3
587,4,4,1,5,1,1,1,1,5,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,1,4,1,1,5,3,2,5,5,3,1,5,3,5,4,3,3,5,1,1,5,5,3,6,4,4,3,2,10,2,2
589,4,1,1,5,1,1,1,1,5,4,5,3,4,4,4,4,4,5,3,4,3,5,3,5,3,5,3,1,4,5,5,5,2,5,2,1,1,5,5,2,2,5,1,1,5,4,3,3,5,3,2,1,1,3,1
592,1,3,1,2,1,2,1,1,5,5,5,4,3,4,4,4,5,5,4,5,5,4,3,4,3,4,2,2,5,4,3,3,3,3,3,4,1,3,4,3,3,4,2,2,4,5,4,6,3,4,5,1,1,3,1
594,3,4,3,4,2,1,1,1,4,4,4,3,4,3,4,4,4,5,5,5,5,4,3,3,2,5,3,4,5,4,4,1,3,5,1,4,4,3,3,3,3,4,3,3,4,6,3,6,3,3,3,2,8,2,3
595,2,3,1,1,1,1,1,1,4,4,4,3,2,3,4,4,5,5,4,4,5,5,4,4,1,5,1,1,5,5,3,3,4,3,1,3,3,3,3,3,2,4,1,1,1,5,5,1,3,2,3,2,9,3,2
596,1,1,1,1,1,1,1,1,3,3,4,3,2,2,3,2,3,3,2,1,2,2,1,3,4,3,1,1,5,3,3,2,5,1,1,1,1,1,2,3,3,4,2,1,4,3,2,2,4,1,8,1,11,2,3
597,1,2,1,3,1,1,1,1,4,4,3,2,2,2,4,4,3,3,2,1,2,5,5,5,3,5,1,2,4,4,4,5,5,2,1,3,2,4,4,3,2,4,2,2,4,2,3,1,4,2,2,2,10,1,1
600,3,1,1,3,1,1,1,1,3,5,5,5,2,2,5,5,4,5,5,5,5,5,5,5,1,4,2,2,5,4,4,5,1,4,3,1,1,5,4,3,3,4,4,3,5,3,3,2,4,4,4,2,1,3,2
601,3,2,1,2,1,1,1,1,4,4,4,3,3,3,5,5,4,4,3,4,4,4,3,4,2,2,2,3,5,3,3,4,5,1,1,3,2,2,2,3,3,4,2,2,4,6,4,3,3,4,5,1,8,2,1
607,2,2,1,2,1,1,1,1,4,4,4,3,3,3,3,3,4,3,2,2,2,3,4,4,4,5,1,1,3,4,3,5,3,3,3,2,2,3,3,3,2,4,3,2,4,1,1,2,5,3,1,2,8,2,1
613,3,4,3,5,3,1,3,3,4,5,5,3,4,3,4,4,4,4,3,3,4,5,5,4,3,5,2,4,5,5,5,5,2,4,3,4,3,4,4,3,3,4,3,2,4,1,2,3,3,4,3,2,1,1,1
617,5,1,2,4,2,1,4,1,5,4,5,4,4,3,5,4,5,4,4,4,4,5,4,3,1,5,1,5,5,5,5,5,3,3,1,3,2,5,5,3,3,5,2,1,5,2,2,5,5,4,5,2,9,1,1
618,4,3,2,2,1,2,2,3,4,4,4,3,3,3,4,4,3,4,3,3,3,4,3,4,3,4,2,4,4,5,4,3,5,4,2,3,3,4,4,2,2,4,2,2,5,2,2,6,3,4,4,2,10,1,1
624,3,4,3,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,5,4,3,2,4,2,1,3,3,4,4,3,3,4,3,3,4,3,2,5,4,4,6,2,8,2,2
625,1,2,1,3,2,1,2,1,3,3,4,4,3,3,4,4,4,4,3,2,2,4,4,4,3,5,1,2,4,5,3,5,3,4,1,4,4,4,4,3,2,4,4,4,4,2,3,3,3,3,3,2,9,1,3
627,1,1,1,2,1,1,1,1,2,1,2,1,1,1,3,3,3,4,3,4,4,2,2,2,3,3,4,2,5,4,2,2,5,3,2,2,2,4,4,2,1,4,2,2,4,1,1,1,3,3,7,2,2,2,3
628,4,2,1,1,1,1,1,1,4,4,3,4,2,2,4,4,5,4,3,4,5,5,4,4,2,5,1,1,5,5,2,4,5,4,1,3,3,3,3,3,3,5,3,2,4,1,1,6,4,4,5,1,8,2,1
632,5,3,3,3,2,2,1,1,5,5,5,5,4,4,4,4,5,5,5,5,4,5,5,5,2,4,2,3,4,4,5,4,4,4,3,4,2,5,5,3,3,5,2,4,4,1,2,6,5,4,3,2,1,1,1
636,4,5,2,5,2,2,2,2,4,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,4,2,2,5,5,5,5,5,3,2,4,4,5,5,3,3,4,3,4,5,5,5,5,5,3,1,1,10,1,1
637,2,1,1,1,1,1,2,1,3,4,3,2,3,3,4,4,4,4,3,3,4,3,3,4,2,4,1,1,5,5,2,3,4,2,3,2,2,3,3,3,3,5,2,2,4,4,4,3,3,4,4,2,10,3,1
641,3,2,1,2,1,1,1,1,4,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,1,5,1,1,5,5,4,4,3,3,3,2,1,3,4,2,1,5,5,4,4,1,2,1,4,4,4,2,1,1,1
642,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,4,2,2,1,1,3,1,4,4,3,2,1,5,3,2,1,3,1,1,1,2,3,3,3,3,4,3,2,4,4,3,6,4,4,5,1,9,3,2
644,2,2,1,1,1,1,1,1,4,4,3,3,2,2,4,3,3,4,3,3,4,5,4,5,2,5,3,1,4,5,4,3,2,4,3,4,3,3,3,3,3,5,1,1,5,5,4,6,3,3,4,2,1,1,1
645,4,2,3,5,4,3,2,1,4,3,3,2,3,3,5,5,5,5,4,4,4,5,5,5,1,5,1,2,5,4,2,5,2,4,3,4,3,5,5,3,3,5,1,2,5,5,3,6,4,1,7,1,10,2,1
646,1,1,1,1,1,1,1,1,4,4,3,3,3,3,4,3,3,2,2,2,2,4,3,4,2,4,3,3,4,4,3,3,3,3,3,3,3,3,3,2,1,4,3,3,4,2,2,6,3,4,1,1,11,2,6
652,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,3,4,3,1,1,1,5,4,3,1,5,1,2,5,5,3,3,5,4,1,3,3,3,3,3,2,5,1,1,5,3,3,3,4,4,4,1,8,3,6
653,1,1,1,1,1,1,1,1,4,3,2,2,4,2,5,4,4,4,3,4,4,4,3,4,3,4,1,2,5,4,3,1,5,2,1,2,2,4,4,3,3,4,3,2,4,4,3,6,3,1,6,1,1,3,1
657,3,1,1,3,1,1,3,1,3,3,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,1,4,5,1,9,2,1
658,3,2,2,1,1,1,1,1,4,4,4,4,2,2,4,4,4,4,2,4,3,4,3,4,2,4,1,1,3,4,3,3,4,2,4,3,3,3,3,3,3,4,2,1,4,1,1,1,3,4,3,1,9,1,3
663,1,3,1,1,1,1,1,1,2,2,2,2,1,1,4,3,4,4,4,3,3,3,4,4,3,4,3,2,5,5,1,2,5,4,1,3,1,1,1,3,3,4,3,3,4,3,4,6,4,4,6,2,1,3,2
664,1,1,1,1,1,1,1,1,4,3,4,4,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,5,3,1,1,5,1,1,3,1,3,1,3,2,4,2,2,4,3,3,6,3,4,6,1,8,3,1
668,4,2,2,4,2,3,3,3,4,4,4,3,3,4,4,4,4,4,3,4,3,4,4,5,2,4,1,2,1,4,3,4,2,4,4,2,2,3,3,3,3,5,1,1,5,4,2,6,4,3,1,1,1,3,2
669,2,4,2,1,1,1,1,1,5,5,3,1,1,1,5,5,5,5,3,4,3,5,5,4,1,5,1,1,5,5,5,5,5,5,1,3,1,2,1,3,3,5,1,1,5,5,5,5,5,4,6,1,1,1,1
670,2,3,1,3,1,1,2,1,4,4,3,3,3,3,5,4,4,4,3,3,3,4,3,4,3,5,3,1,5,4,3,4,5,1,1,3,3,3,3,3,3,4,3,3,4,6,2,6,1,3,6,1,9,2,1
671,3,3,1,1,1,1,1,1,4,4,5,4,2,3,4,4,4,4,2,5,3,5,5,5,2,4,3,4,5,5,3,5,4,2,1,1,1,5,5,3,2,5,3,2,5,3,5,6,5,3,3,1,10,3,1
672,4,5,1,5,5,4,1,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,3,5,1,5,1,5,2,5,1,5,5,4,5,4,4,3,3,5,1,1,5,5,3,3,4,4,1,1,10,2,1
673,5,4,3,5,1,1,2,1,5,5,4,4,4,3,5,5,5,5,5,5,4,5,4,5,3,5,2,5,5,5,4,5,5,4,2,5,5,4,4,3,3,5,1,1,5,5,5,6,2,3,2,1,8,2,1
675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,4,4,3,1,1,1,4,3,2,1,5,3,1,1,5,1,1,1,1,1,1,3,3,5,1,1,5,5,5,1,5,4,8,1,1,3,1
677,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,3,2,3,3,3,4,2,2,3,3,2,1,4,2,2,2,5,4,2,3,3,3,3,2,2,4,3,3,4,2,2,3,2,4,5,1,10,2,3
678,3,4,2,3,1,1,1,1,4,4,3,3,3,3,4,3,4,4,3,4,4,4,3,3,2,4,3,3,4,4,3,3,3,3,3,3,1,3,4,2,2,4,1,1,4,3,2,6,4,4,3,1,11,1,1
679,4,3,4,5,2,2,4,1,5,5,4,4,4,3,5,4,4,5,4,4,5,5,4,5,2,5,1,4,5,5,5,5,4,3,2,4,3,4,5,3,3,5,2,3,4,5,2,6,5,4,6,1,10,1,1
681,3,4,2,4,1,2,1,2,4,4,4,4,3,3,4,4,4,2,2,2,2,5,4,4,2,3,2,2,3,4,4,4,3,4,2,3,3,4,4,3,3,4,2,2,4,3,3,1,5,3,4,1,8,2,1
684,5,5,2,5,2,1,3,2,5,5,5,5,5,5,4,3,4,5,3,2,4,5,4,4,1,3,2,3,5,5,2,5,2,4,2,2,2,4,4,3,3,5,1,1,5,5,3,6,4,3,2,2,1,3,1
687,3,3,1,2,2,1,1,1,4,4,4,3,3,3,4,4,4,4,4,4,5,3,4,4,2,4,1,1,1,5,4,4,2,4,1,2,2,4,4,3,2,5,1,2,4,3,2,6,3,4,3,1,9,1,1
690,3,4,2,4,1,1,1,1,5,4,5,3,3,3,4,2,5,5,5,5,5,5,4,5,1,5,2,3,5,5,5,4,4,2,1,2,2,3,3,3,2,4,2,2,4,5,3,6,5,3,4,2,1,3,2
691,3,1,1,2,1,1,1,1,3,3,3,2,2,2,2,2,2,4,2,2,3,3,2,2,3,4,3,1,4,4,4,3,5,1,1,3,2,2,2,3,3,4,2,2,4,1,1,1,3,3,3,2,9,1,1
695,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,4,3,3,2,1,2,1,3,5,2,2,1,1,5,3,1,1,4,3,3,2,1,1,1,3,3,5,1,1,5,2,2,6,4,1,7,1,1,3,2
696,2,3,1,2,1,1,1,1,4,3,4,1,5,5,5,3,5,5,1,5,5,5,5,5,3,5,3,3,5,5,5,5,1,1,1,2,3,2,4,3,3,5,2,1,5,3,4,6,3,3,1,1,1,3,1
697,3,5,1,2,1,1,1,1,4,4,3,2,3,2,4,3,5,5,3,4,3,5,4,5,1,5,2,3,5,5,2,3,5,2,1,4,4,4,4,3,3,5,4,4,5,6,1,6,5,3,5,1,10,1,4
698,1,3,1,1,1,1,1,1,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,5,1,1,1,2,5,3,5,5,4,3,3,4,4,3,3,3,3,5,1,2,4,3,5,1,4,3,2,1,8,2,1
699,3,2,1,5,2,1,1,1,4,4,4,3,2,3,5,4,3,4,2,3,2,5,4,4,3,5,2,4,3,5,4,5,3,4,2,4,1,2,1,3,3,4,3,3,4,4,3,6,3,4,2,1,11,3,4
707,2,3,1,2,1,1,1,1,4,4,3,3,3,3,3,4,4,3,3,3,2,4,2,4,1,4,1,1,4,4,4,5,5,2,3,3,2,4,4,3,3,4,2,3,4,3,2,4,4,4,3,1,4,3,1
712,3,1,1,1,1,1,1,1,3,4,4,3,3,3,5,5,5,5,5,5,5,5,5,5,1,3,1,3,4,4,3,4,5,2,2,3,2,2,2,3,2,5,2,3,4,4,4,3,3,3,2,2,9,2,3
717,3,5,4,4,1,1,1,1,5,5,5,4,4,4,4,4,5,5,4,3,3,4,4,4,2,5,2,4,5,5,2,3,4,3,1,3,2,3,2,3,3,4,2,2,5,3,4,6,2,4,5,2,2,2,1
719,3,4,2,1,1,1,1,1,3,4,4,5,4,3,4,5,5,4,4,5,5,5,4,4,2,4,4,1,5,4,3,3,5,2,1,3,1,3,3,3,3,4,3,3,4,3,2,6,4,4,5,2,1,1,1
724,2,1,1,1,1,1,1,1,4,5,4,4,4,4,5,5,5,5,1,1,1,5,5,5,1,3,2,2,5,5,5,5,5,4,3,3,1,3,3,3,1,5,1,1,5,6,6,6,6,4,1,2,2,1,1
725,3,2,1,2,2,1,1,1,3,3,4,4,2,2,4,4,4,2,2,3,1,4,3,3,2,4,4,1,5,4,3,4,4,4,1,2,1,2,3,3,3,4,3,2,4,3,2,6,1,4,3,1,1,1,3
728,3,4,2,5,3,3,2,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,2,5,1,4,2,5,4,5,2,4,5,5,5,5,5,3,3,5,1,1,5,6,5,6,5,3,1,2,10,1,1
729,3,3,2,3,1,1,1,1,4,4,3,3,3,3,4,4,4,5,4,4,4,5,4,4,1,3,1,1,5,4,3,1,5,2,2,3,2,4,4,3,3,5,2,2,4,6,2,6,4,2,6,2,10,1,2
734,3,3,2,1,1,1,1,1,4,4,2,2,3,3,3,3,3,2,4,4,4,4,1,1,3,4,3,1,5,3,3,5,5,1,1,1,1,4,4,3,1,4,4,4,4,1,1,1,4,2,4,2,10,1,3
736,5,5,5,4,3,4,3,2,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,1,5,2,4,5,5,3,3,4,3,3,1,1,4,4,3,3,4,1,1,4,3,3,3,3,2,1,2,8,2,1
737,4,4,4,5,4,3,2,2,4,4,4,4,3,3,3,2,3,4,4,3,4,4,4,4,3,4,1,2,1,4,3,5,2,4,4,2,1,4,3,3,3,5,4,4,5,4,2,4,4,3,1,2,9,2,6
738,1,1,1,1,1,1,1,1,4,3,3,3,2,2,4,3,4,4,2,3,3,4,3,3,2,3,2,2,4,3,3,5,4,3,1,3,2,3,2,3,3,4,2,2,4,3,3,6,4,3,5,1,10,2,1
740,3,5,1,1,1,1,1,1,5,5,5,2,2,3,5,5,5,5,5,5,5,5,4,4,2,4,2,4,5,5,5,1,4,2,2,3,2,4,3,3,3,4,3,3,3,3,1,6,2,4,4,1,10,3,1
743,3,2,1,3,1,1,1,1,4,3,4,1,2,3,4,3,2,4,3,4,3,4,3,3,2,3,3,2,5,5,4,2,4,2,3,3,5,4,5,3,3,4,3,1,4,5,5,6,4,4,3,1,8,2,1
745,3,2,1,1,1,1,1,1,3,4,3,1,1,2,4,4,4,3,1,1,1,4,2,3,2,4,3,1,4,3,3,3,5,1,1,1,1,2,4,3,3,4,2,2,4,5,5,6,4,4,4,1,8,2,1
747,1,2,1,1,1,1,1,1,2,1,2,1,1,1,4,3,2,1,2,1,4,3,2,1,1,2,2,3,5,3,2,1,2,3,3,2,1,1,1,3,2,5,2,4,5,5,5,6,2,1,7,1,1,3,2
752,5,5,3,5,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,3,5,5,3,2,5,2,1,5,1,3,4,5,3,5,2,10,2,1
755,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,4,2,1,2,1,4,1,2,4,3,2,3,4,2,2,1,1,2,3,1,1,4,3,2,4,3,2,1,2,4,7,1,1,1,1
757,4,2,2,5,3,1,3,3,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,5,3,5,3,5,5,4,5,5,3,3,3,2,1,3,3,3,3,5,1,1,5,3,1,6,4,3,3,1,8,2,1
758,4,3,2,5,1,1,1,1,4,4,4,2,3,3,5,5,5,5,5,5,5,4,3,4,2,4,1,3,4,3,3,3,4,1,1,5,5,5,5,3,3,4,2,2,4,5,5,4,4,4,5,1,1,2,1
764,1,1,1,1,1,1,1,1,3,2,3,3,3,3,4,4,4,4,4,4,4,4,3,4,1,2,1,1,5,3,3,2,5,2,1,3,3,3,4,3,3,5,1,1,5,3,3,4,4,4,4,1,8,3,2
766,3,3,1,4,1,1,1,1,4,4,4,4,3,3,3,4,3,2,2,2,2,4,4,5,2,4,1,2,5,4,4,4,5,1,4,4,3,4,4,3,3,4,2,2,4,6,2,6,3,4,4,1,9,2,1
767,3,5,1,3,1,1,1,1,5,5,5,5,5,5,3,5,5,5,4,3,3,5,3,4,1,5,1,1,5,5,5,1,5,1,3,5,5,5,5,3,3,5,2,2,5,4,3,4,4,4,7,1,1,1,1
770,4,4,2,1,1,1,2,1,4,3,3,4,5,3,4,3,3,4,3,4,4,5,3,4,4,5,1,1,3,4,2,1,5,3,1,3,3,4,5,3,2,4,2,2,4,5,4,6,4,4,5,2,9,2,1
771,1,1,1,1,1,1,1,1,4,4,2,1,1,1,3,2,2,2,2,2,2,3,3,3,4,5,5,1,5,5,5,1,5,1,1,1,1,1,1,3,1,4,3,3,3,1,1,1,1,4,5,2,8,2,6
774,5,4,4,5,4,1,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,2,5,1,4,2,5,3,5,2,4,2,5,5,5,5,3,3,5,1,1,5,5,5,6,4,3,1,2,10,2,2
776,5,3,2,2,2,3,1,3,5,3,2,1,3,4,4,3,5,1,3,2,5,2,3,2,3,5,5,5,5,4,2,2,3,2,3,2,3,3,3,3,3,1,3,3,3,5,4,5,3,4,7,1,8,2,4
779,2,3,1,1,1,1,1,1,4,4,3,2,2,2,3,3,2,3,2,2,3,4,3,3,2,4,1,1,5,5,3,5,5,2,2,1,1,1,1,3,3,4,1,1,4,3,2,6,4,3,3,2,8,2,2
781,4,5,1,1,1,1,2,1,4,4,5,3,4,3,4,5,5,3,3,3,3,5,5,3,1,5,1,1,4,4,3,4,4,4,1,4,3,4,4,3,2,5,1,1,5,3,3,3,5,1,5,2,1,2,2
786,3,1,1,1,1,1,1,1,4,2,2,3,3,2,4,2,3,4,2,2,4,2,2,2,4,5,2,2,5,4,2,1,5,1,2,3,3,3,3,2,3,3,4,2,4,3,1,6,2,4,5,2,1,3,2
788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,4,4,2,3,3,5,2,1,5,5,2,2,2,3,4,3,3,3,3,3,2,4,2,2,4,5,4,2,4,4,3,1,10,2,1
789,3,2,1,2,1,1,1,1,3,3,3,2,1,1,4,4,3,4,4,4,3,4,3,4,1,5,3,3,5,5,5,5,5,3,2,2,2,3,3,2,1,4,4,2,4,3,3,6,3,4,3,2,1,2,2
792,4,4,1,1,1,1,1,1,5,5,4,4,2,2,4,4,4,4,2,1,1,5,4,4,3,4,2,1,5,1,4,1,4,4,5,3,1,1,1,3,3,5,1,1,5,1,2,5,4,4,2,1,10,1,2
793,4,5,3,3,1,1,1,1,4,3,3,3,3,3,3,4,5,3,3,3,3,4,4,4,1,4,1,2,5,4,2,1,1,3,1,3,3,4,4,3,3,4,2,1,5,5,2,6,4,4,5,2,1,3,5
794,3,3,1,1,1,1,1,1,5,5,5,3,3,5,4,4,4,4,2,4,4,4,4,4,1,5,2,4,5,5,2,5,4,5,4,4,3,4,4,3,3,4,1,1,4,3,2,4,5,3,5,2,8,2,2
795,3,1,3,3,1,1,1,1,4,5,3,3,3,3,3,2,4,4,2,2,3,4,4,4,3,5,1,2,5,4,3,5,5,1,1,3,3,3,3,3,3,5,4,2,5,2,4,6,4,4,3,1,8,2,3
798,4,1,1,1,1,1,1,1,4,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,1,5,2,4,2,5,5,5,2,4,4,3,3,3,3,3,3,4,2,3,5,1,2,4,2,2,2,1,9,2,2
800,4,4,1,2,1,1,1,1,4,5,5,4,4,4,5,5,5,4,4,4,4,4,3,3,1,5,1,1,4,4,3,5,3,4,3,2,2,3,4,3,3,5,1,1,5,6,4,6,5,4,3,2,10,2,1
803,2,2,2,2,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,2,3,4,4,3,3,4,3,1,3,3,4,4,2,1,4,3,3,4,3,3,1,3,4,1,2,1,2,3
804,2,4,1,2,1,1,2,1,4,3,3,1,2,3,3,4,5,2,3,1,1,2,2,3,2,5,2,2,5,4,3,1,3,2,1,1,1,1,1,3,2,5,2,3,5,3,1,3,4,4,9,2,1,3,2
807,3,3,1,2,1,1,1,1,3,3,4,4,2,2,4,5,4,4,3,2,2,4,4,4,1,5,1,4,5,4,5,4,4,2,4,2,2,4,5,3,2,4,2,1,4,2,2,6,4,3,4,2,10,3,2
815,3,3,1,1,1,1,1,1,3,2,1,1,1,2,2,1,3,4,2,2,2,3,3,2,2,2,1,1,5,4,1,1,5,1,1,1,1,3,4,3,3,4,3,3,4,3,4,6,5,1,6,2,1,3,2
819,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,3,3,1,1,1,1,2,2,3,4,3,2,1,5,2,4,1,5,1,1,1,1,1,1,3,3,3,4,4,4,4,4,1,4,1,9,1,2,3,2
820,5,4,4,5,1,1,2,2,1,4,5,5,5,5,4,4,4,4,3,4,4,4,4,4,2,4,2,5,5,4,3,4,4,4,2,4,2,4,4,3,2,4,1,1,5,4,2,3,5,4,4,1,8,1,1
822,4,3,4,4,3,2,3,1,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,5,2,4,2,1,4,5,5,4,2,4,4,4,4,5,4,2,2,3,2,2,4,4,2,2,5,3,5,1,10,1,4
823,2,3,1,1,1,1,1,1,4,4,3,2,2,2,4,4,5,4,1,1,2,4,4,2,2,3,2,1,5,5,3,3,5,2,1,2,2,3,3,3,3,4,2,2,4,2,3,6,4,2,5,1,1,3,1
824,5,5,4,4,4,2,1,3,5,5,5,3,5,5,4,4,4,4,3,4,4,5,5,5,3,5,2,5,3,5,5,5,2,4,4,4,4,4,4,3,3,5,1,1,5,2,2,6,4,3,1,1,8,1,5
826,3,1,1,1,1,1,1,1,3,3,3,1,1,1,4,4,5,1,4,1,1,4,4,4,1,4,1,2,5,4,5,5,1,1,5,1,1,3,3,3,3,5,1,3,4,5,1,2,4,4,3,1,9,3,1
830,4,3,1,4,1,1,1,1,3,4,4,3,3,2,5,5,5,5,3,3,3,5,5,5,2,5,1,2,5,5,4,5,1,3,1,1,1,5,5,3,3,5,1,1,5,2,2,4,5,3,4,1,10,2,3
833,4,4,1,4,1,1,3,1,4,4,3,2,4,3,4,3,5,4,4,4,4,5,4,4,2,4,1,1,5,5,3,4,4,3,1,4,3,5,5,3,3,5,1,1,5,3,4,6,5,4,5,1,11,1,2
834,3,3,2,2,1,1,1,1,3,4,3,3,2,2,3,3,3,3,2,2,3,4,4,4,2,4,4,2,5,4,3,3,5,3,1,3,2,2,2,3,2,4,3,3,4,4,3,3,4,4,6,1,10,2,1
837,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,3,5,3,2,2,4,2,1,1,5,4,3,1,5,1,1,1,1,1,1,3,3,4,2,2,5,3,3,3,4,1,7,2,1,3,1
839,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,4,3,2,3,2,5,4,3,2,5,2,1,2,2,3,2,3,3,4,2,2,4,2,4,6,4,4,4,2,10,2,2
844,3,2,1,2,1,1,1,1,3,3,3,2,2,2,4,4,4,4,3,3,2,2,2,2,3,4,3,3,4,4,4,4,3,4,4,3,2,3,3,3,3,4,3,2,4,4,2,6,5,4,5,1,2,1,4
846,4,5,5,5,3,2,5,3,5,5,5,4,4,5,4,5,5,5,4,4,3,5,5,4,3,5,3,5,5,5,5,5,4,5,3,3,2,4,5,3,3,5,3,1,5,1,3,3,3,3,3,2,10,2,1
848,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,3,4,2,2,3,4,3,4,3,4,3,1,5,5,2,2,4,3,1,3,1,3,1,3,3,5,1,1,5,5,4,6,3,1,7,2,1,3,1
850,3,5,2,3,1,1,1,1,5,5,5,5,5,5,4,3,5,5,4,5,3,5,5,5,3,5,3,5,5,5,5,5,3,3,3,5,5,5,5,3,3,5,2,2,5,3,3,5,4,3,4,1,8,2,6
854,3,3,2,4,1,1,1,1,4,4,3,3,3,4,5,5,5,4,3,2,2,4,3,3,2,5,2,5,5,5,2,5,5,2,2,4,3,4,4,3,3,5,2,2,5,3,3,6,5,3,4,1,10,1,1
856,4,3,1,1,1,1,1,1,3,3,3,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,4,2,2,2,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,6,3,1,6,2,1,3,2
861,2,4,1,3,1,1,2,1,5,5,3,2,3,5,3,2,4,5,4,4,4,4,5,3,2,3,2,1,5,4,4,4,4,4,1,1,1,3,3,3,3,5,1,1,4,2,4,6,4,3,4,2,8,1,1
865,1,1,1,1,1,1,1,1,4,4,4,4,2,2,4,4,4,2,3,4,3,4,4,4,1,4,1,3,4,4,2,3,2,4,4,4,4,4,4,3,2,4,3,3,3,4,3,2,1,4,6,1,10,3,1
866,3,2,1,3,1,1,1,1,4,4,4,4,3,4,3,4,4,4,2,4,4,3,4,4,1,5,2,3,4,5,3,5,4,3,2,1,1,1,1,3,3,4,1,1,4,4,3,2,2,3,3,2,9,3,1
867,1,2,1,1,1,1,1,1,3,4,3,1,1,1,4,3,4,4,1,1,2,5,2,4,2,2,2,2,1,1,2,2,5,1,1,2,1,2,2,3,3,5,2,1,5,2,2,1,4,1,7,1,1,3,2
868,1,3,1,1,1,1,1,1,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,1,5,3,3,5,5,5,3,5,1,1,3,3,3,3,2,2,5,2,2,5,5,2,3,3,4,5,2,10,3,2
871,3,4,1,3,1,1,1,1,4,3,3,3,2,2,4,4,4,4,4,4,3,5,4,5,4,5,1,1,3,5,5,5,4,5,2,3,3,3,4,3,3,4,4,4,4,5,3,5,5,1,7,2,10,3,2
